港台频道,#genre#
CCTV5+HD,http:www.xdzb.top:889/2/宁夏.php?id=120
CCTV6HD,http:www.xdzb.top:889/2/宁夏.php?id=131
CCTV7HD,http:www.xdzb.top:889/2/宁夏.php?id=138
CCTV8HD,http:www.xdzb.top:889/2/宁夏.php?id=132
CCTV9HD,http:www.xdzb.top:889/2/宁夏.php?id=139
CCTV10HD,http:www.xdzb.top:889/2/宁夏.php?id=140
CCTV12HD,http:www.xdzb.top:889/2/宁夏.php?id=141
CCTV13HD,http:www.xdzb.top:889/2/宁夏.php?id=274
CCTV14HD,http:www.xdzb.top:889/2/宁夏.php?id=142
中学生,http:www.xdzb.top:889/2/宁夏.php?id=065
CGTN,http:www.xdzb.top:889/2/宁夏.php?id=058
CETV1HD,http:www.xdzb.top:889/2/宁夏.php?id=220
卫视直播,#genre#
欢笑剧场,http://aliyun-upcloud-live.bestvcdn.com.cn/live/program/live/hxjc8m/8000000/mnf.m3u8
劲爆体育,http://aliyun-upcloud-live.bestvcdn.com.cn/live/program/live/jbtyhd8m/8000000/mnf.m3u8
快乐垂钓,http://aliyun-upcloud-live.bestvcdn.com.cn/live/program/live/klcd8m/8000000/mnf.m3u8
金鹰纪实,http://aliyun-upcloud-live.bestvcdn.com.cn/live/program/live/jyjs8m/8000000/mnf.m3u8
戏曲精选,http://aliyun-upcloud-live.bestvcdn.com.cn/live/program/live/xqjx8m/8000000/mnf.m3u8
上海第一财经,http://aliyun-upcloud-live.bestvcdn.com.cn/live/program/live/dycjhd8m/8000000/mnf.m3u8
上视新闻,http://aliyun-upcloud-live.bestvcdn.com.cn/live/program/live/xwzhhd8m/8000000/mnf.m3u8
上海都市,http://aliyun-upcloud-live.bestvcdn.com.cn/live/program/live/dshd8m/8000000/mnf.m3u8
上海纪实,http://aliyun-upcloud-live.bestvcdn.com.cn/live/program/live/jspdhd/4000000/mnf.m3u8
上海纪实,http://183.207.255.188/live/program/live/jspdhd/4000000/mnf.m3u8?blog.ntnas.top
上海纪实,http://183.207.255.188/live/program/live/jspdhd/4000000/mnf.m3u8
东方影视,http://aliyun-upcloud-live.bestvcdn.com.cn/live/program/live/dfyshd8m/8000000/mnf.m3u8
五星体育,http://aliyun-upcloud-live.bestvcdn.com.cn/live/program/live/wxtyhd8m/8000000/mnf.m3u8
上视外语,http://aliyun-upcloud-live.bestvcdn.com.cn/live/program/live/icshd8m/8000000/mnf.m3u8
七彩戏剧,http://aliyun-upcloud-live.bestvcdn.com.cn/live/program/live/qcxjhd8m/8000000/mnf.m3u8
上海教育,http://aliyun-upcloud-live.bestvcdn.com.cn/live/program/live/setvhd/8000000/mnf.m3u8
全纪实,http://aliyun-upcloud-live.bestvcdn.com.cn/live/program/live/qjshd8m/8000000/mnf.m3u8
生活时尚,http://aliyun-upcloud-live.bestvcdn.com.cn/live/program/live/shss8m/8000000/mnf.m3u8
新视觉,http://aliyun-upcloud-live.bestvcdn.com.cn/live/program/live/xsjhd8m/8000000/mnf.m3u8
游戏风云,http://aliyun-upcloud-live.bestvcdn.com.cn/live/program/live/yxfy8m/8000000/mnf.m3u8
热门综艺,http://aliyun-upcloud-live.bestvcdn.com.cn/live/program/live/rmzy8m/8000000/mnf.m3u8
超级体育,http://aliyun-upcloud-live.bestvcdn.com.cn/live/program/live/qcsj8m/8000000/mnf.m3u8
超级体育,http://39.134.115.163:8080/PLTV/88888910/224/3221225622/index.m3u8?blog.ntnas.top
健康养生,http://aliyun-upcloud-live.bestvcdn.com.cn/live/program/live/jkys8m/8000000/mnf.m3u8
百变课堂,http://aliyun-upcloud-live.bestvcdn.com.cn/live/program/live/bbkt8m/8000000/mnf.m3u8
看天下精选,http://aliyun-upcloud-live.bestvcdn.com.cn/live/program/live/ktxjx8m/8000000/mnf.m3u8
华语影院,http://aliyun-upcloud-live.bestvcdn.com.cn/live/program/live/hyyy8m/8000000/mnf.m3u8
电竞天堂,http://aliyun-upcloud-live.bestvcdn.com.cn/live/program/live/djtt8m/8000000/mnf.m3u8
青春动漫,http://aliyun-upcloud-live.bestvcdn.com.cn/live/program/live/qcdm8m/8000000/mnf.m3u8
宝宝动画,http://aliyun-upcloud-live.bestvcdn.com.cn/live/program/live/bbdh8m/8000000/mnf.m3u8
星光影院,http://aliyun-upcloud-live.bestvcdn.com.cn/live/program/live/xgyy8m/8000000/mnf.m3u8
谍战剧场,http://aliyun-upcloud-live.bestvcdn.com.cn/live/program/live/dzjc8m/8000000/mnf.m3u8
全球大片,http://aliyun-upcloud-live.bestvcdn.com.cn/live/program/live/qqdp8m/8000000/mnf.m3u8
热门剧场,http://aliyun-upcloud-live.bestvcdn.com.cn/live/program/live/rmjc8m/8000000/mnf.m3u8
陶瓷高清,http://aliyun-upcloud-live.bestvcdn.com.cn/live/program/live/taocihd/8000000/mnf.m3u8
中国教育-1,http://aliyun-upcloud-live.bestvcdn.com.cn/live/program/live/zgjy1t8m/8000000/mnf.m3u8
中国教育-4,http://aliyun-upcloud-live.bestvcdn.com.cn/live/program/live/zgjy4hd8m/8000000/mnf.m3u8
卡酷少儿,http://aliyun-upcloud-live.bestvcdn.com.cn/live/program/live/kkse8m/8000000/mnf.m3u8
纪实科教,http://aliyun-upcloud-live.bestvcdn.com.cn/live/program/live/dajs8m/8000000/mnf.m3u8
茶频道,http://aliyun-upcloud-live.bestvcdn.com.cn/live/program/live/cpdhdavs8m/8000000/mnf.m3u8
足球高清,http://aliyun-upcloud-live.bestvcdn.com.cn/live/program/live/zqpd8m/8000000/mnf.m3u8
炫动卡通,http://aliyun-upcloud-live.bestvcdn.com.cn/live/program/live/hhxd8m/8000000/mnf.m3u8
东方财经,http://aliyun-upcloud-live.bestvcdn.com.cn/live/program/live/dfcjhd8m/8000000/mnf.m3u8
都市剧场,http://aliyun-upcloud-live.bestvcdn.com.cn/live/program/live/dsjc8m/8000000/mnf.m3u8
动漫秀场,http://aliyun-upcloud-live.bestvcdn.com.cn/live/program/live/dmxc8m/8000000/mnf.m3u8
法治天地,http://aliyun-upcloud-live.bestvcdn.com.cn/live/program/live/fztd8m/8000000/mnf.m3u8
金色学堂,http://aliyun-upcloud-live.bestvcdn.com.cn/live/program/live/jingsepd8m/8000000/mnf.m3u8
魅力足球,http://aliyun-upcloud-live.bestvcdn.com.cn/live/program/live/mlyyhd8m/8000000/mnf.m3u8
魅力足球,http://183.207.255.188/live/program/live/mlyyhd/4000000/mnf.m3u8?blog.ntnas.top
CHC动作电影,http://39.134.19.68:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8
CHC动作电影,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226465/index.m3u8
CHC家庭影院,http://39.134.18.68/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226462/1.m3u8
CHC家庭影院,http://39.134.19.153:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226462/index.m3u8
CHC家庭影院,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226462/index.m3u8
CHC电影,http://39.134.18.69/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226463/1.m3u8
CHC电影,http://39.134.19.76:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226463/index.m3u8
CHC电影,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226463/index.m3u8
凤凰资讯,http://play-live.ifeng.com/live/06OLEEWQKN4.m3u8?blog.ntnas.top
番薯,http://61.216.67.119:1935/TWHG/E1/chunklist_w7058102.m3u8?blog.ntnas.top
CCTV-1 综合,http://39.134.115.163:8080/PLTV/88888910/224/3221225618/index.m3u8?blog.ntnas.top
CCTV-2 财经,http://hwrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221225619/index.m3u8?blog.ntnas.top
CCTV-3 综艺,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225647/index.m3u8?blog.ntnas.top
CCTV-4 中文国际,http://39.134.115.163:8080/PLTV/88888910/224/3221225621/index.m3u8?blog.ntnas.top
CCTV-7 国防军事,http://39.135.138.60:18890/PLTV/88888910/224/3221225624/index.m3u8?blog.ntnas.top
CCTV-8 电视剧,http://39.135.138.60:18890/PLTV/88888910/224/3221225635/index.m3u8?blog.ntnas.top
CCTV-9 纪录,http://39.135.138.59:18890/PLTV/88888910/224/3221225626/index.m3u8?blog.ntnas.top
CCTV-10 科教,http://39.135.138.60:18890/PLTV/88888910/224/3221225636/index.m3u8?blog.ntnas.top
CCTV-11 戏曲,http://hwrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221225628/index.m3u8?blog.ntnas.top
CCTV-12 社会与法,http://39.135.138.58:18890/TVOD/88888888/224/3221225637/index.m3u8?blog.ntnas.top
CCTV-13 新闻,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225638/index.m3u8?blog.ntnas.top
CCTV-14 少儿,http://39.135.138.60:18890/PLTV/88888910/224/3221225639/index.m3u8?blog.ntnas.top
CCTV-15 音乐,http://39.134.115.163:8080/PLTV/88888910/224/3221225641/index.m3u8?blog.ntnas.top
CCTV-17 农业农村,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225909/index.m3u8?blog.ntnas.top
CGTN-纪录,http://39.135.138.58:18890/PLTV/88888888/224/3221225645/index.m3u8?blog.ntnas.top
CGTN-阿语,http://livear.cgtn.com/1000a/prog_index.m3u8?blog.ntnas.top
CGTN-西班牙语,http://livees.cgtn.com/500e/prog_index.m3u8?blog.ntnas.top
CGTN-法语,http://livefr.cgtn.com/1000f/prog_index.m3u8?blog.ntnas.top
CNC中文,http://39.135.138.59:18890/PLTV/88888910/224/3221225694/index.m3u8?blog.ntnas.top
CNC英文,http://39.134.115.163:8080/PLTV/88888910/224/3221225693/index.m3u8?blog.ntnas.top
北京卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225673/index.m3u8?blog.ntnas.top
重庆卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225734/index.m3u8?blog.ntnas.top
重庆卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225734/index.m3u8
重庆卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225692/index.m3u8
重庆卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225692/index.m3u8
深圳卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225741/index.m3u8?blog.ntnas.top
湖南卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225745/index.m3u8?blog.ntnas.top
浙江卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225744/index.m3u8?blog.ntnas.top
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8
辽宁卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225735/index.m3u8?blog.ntnas.top
江西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225705/index.m3u8?blog.ntnas.top
江西卫视,http://121.51.249.6/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel22/1300.m3u8
东方卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225658/index.m3u8?blog.ntnas.top
东南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225657/index.m3u8?blog.ntnas.top
东南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225657/index.m3u8
天津卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225739/index.m3u8?blog.ntnas.top
天津卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225739/index.m3u8
天津卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225739/index.m3u8
山东卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225738/index.m3u8?blog.ntnas.top
安徽卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225737/index.m3u8?blog.ntnas.top
山西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225730/index.m3u8?blog.ntnas.top
河北卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225732/index.m3u8?blog.ntnas.top
河北卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225732/index.m3u8
河北卫视,http://39.134.115.163:8080/TVOD/88888910/224/3221225732/index.m3u8
贵州卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225728/index.m3u8?blog.ntnas.top
贵州卫视,http://39.134.115.163:8080/TVOD/88888910/224/3221225728/index.m3u8
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=63cf437e1591689484
陕西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225729/index.m3u8?blog.ntnas.top
陕西卫视,http://121.51.249.6/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel55/index.m3u8
内蒙古卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225667/index.m3u8?blog.ntnas.top
甘肃卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225724/index.m3u8?blog.ntnas.top
宁夏卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225726/index.m3u8?blog.ntnas.top
广西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225731/index.m3u8?blog.ntnas.top
海南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225722/index.m3u8?blog.ntnas.top
吉林卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225680/index.m3u8?blog.ntnas.top
吉林卫视,http://121.51.249.6/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel20/index.m3u8
黑龙江卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225736/index.m3u8?fmt=ts2hls
云南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225664/index.m3u8?blog.ntnas.top
西藏卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225723/index.m3u8?blog.ntnas.top
西藏卫视,http://121.51.249.6/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel66/index.m3u8
西藏藏语卫视,http://media.vtibet.com/masvod/HLSLive/7/zangyuTV_q1.m3u8?blog.ntnas.top
西藏藏语卫视,http://media.vtibet.com/masvod/HLSLive/7/zangyuTV_q1.m3u8
延边卫视,http://live.ybtvyun.com/video/s10006-90fe76c52091/index.m3u8?blog.ntnas.top
安多卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226195/index.m3u8?blog.ntnas.top
纯享4K,http://39.134.115.163:8080/PLTV/88888910/224/3221225786/index.m3u8?blog.ntnas.top
欢笑剧场4K,http://183.207.255.188/live/program/live/hxjchd/4000000/mnf.m3u8?blog.ntnas.top
黑莓电影,http://39.135.138.60:18890/PLTV/88888910/224/3221225718/index.m3u8?blog.ntnas.top
苏州4K,http://1972762443.cloudvdn.com/a.m3u8?domain=liveshowbak2.kan0512.com&player=TsoAAKTAB9juCfgW&secondToken=secondToken%3Aquo0xZnAeUUm47BcklXb7ffCum8&streamid=ksz-norecord%3Aksz-norecord%2Fcsztv4k_4k&v3=1
哈哈炫动,http://39.135.138.59:18890/PLTV/88888910/224/3221225720/index.m3u8?blog.ntnas.top
熊大过年,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/7ae265653fe149069c3b53e31caaf060/1200.m3u8?blog.ntnas.top
新疆卫视,http://livehyw5.chinamcache.com/hyw/zb01.m3u8?txSecret=58347f72aece2c25c685b8dc4da74652&txTime=95A66658
点掌财经,https://wsvideo.aniu.tv/live/aniu/playlist.m3u8
苏州4k,http://liveshowbak2.kan0512.com/ksz-norecord/csztv4k_4k.m3u8
日韩频道,#genre#
Neco,http:/43.128.40.42:2212/日本.php?id=Neco
Tokyo TV,http:/43.128.40.42:2212/日本.php?id=Tokyo
ASAHI TV,http:/43.128.40.42:2212/日本.php?id=ASAHI
FUJI TV,http:/43.128.40.42:2212/日本.php?id=FUJI
ANIMAX,http:/43.128.40.42:2212/日本.php?id=ANIMAX
ANIMAX,http://stream01.willfonk.com/live_playlist.m3u8?cid=BS236&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
NHK-G,http:/43.128.40.42:2212/日本.php?id=NHK-G
NHK-E,http:/43.128.40.42:2212/日本.php?id=NHK-E
NHK BSP,http:/43.128.40.42:2212/日本.php?id=NHK-BSP
NHK BSP,http://203.162.235.41:16910
NHK BS1,http:/43.128.40.42:2212/日本.php?id=NHK-BS1
NHK BS1,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS101&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
NHK World,http:/43.128.40.42:2212/日本.php?id=NHKW
NHK World,https://nhkwlive-ojp.webcdn.stream.ne.jp/hls/live/2003459/nhkwlive-ojp/index_1M.m3u8
KIDS STATION,http:/43.128.40.42:2212/日本.php?id=KIDS
FOX,http:/43.128.40.42:2212/日本.php?id=FOX
JapaNews24,http:/43.128.40.42:2212/日本.php?id=JapaNews
TBS news,http:/43.128.40.42:2212/日本.php?id=TBS
日テレ,http:/43.128.40.42:2212/日本.php?id=日
Tokyo MX １,http:/43.128.40.42:2212/日本.php?id=MX1
Tokyo MX 2,http:/43.128.40.42:2212/日本.php?id=MX2
Tokyo MX 2,https://movie.mcas.jp/mcas/mx2_2/chunklist.m3u8
KBS京都,http:/43.128.40.42:2212/日本.php?id=KBS
BS朝日,http:/43.128.40.42:2212/日本.php?id=BSZR
BSTBS,http:/43.128.40.42:2212/日本.php?id=BSTBS
BSTBS,http://stream01.willfonk.com/live_playlist.m3u8?cid=BS161&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
BSフジ,http:/43.128.40.42:2212/日本.php?id=BS
WOWOWプライム,http:/43.128.40.42:2212/日本.php?id=WO191
WOWOWプライム,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS191&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
WOWOWシネマ,http:/43.128.40.42:2212/日本.php?id=WO193
WOWOWシネマ,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS193&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
WOWOWライブ,http:/43.128.40.42:2212/日本.php?id=WO192
WOWOWライブ,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS192&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
MUSIC ON,http:/43.128.40.42:2212/日本.php?id=MUSIC
チャンネル銀河,http:/43.128.40.42:2212/日本.php?id=CS305
チャンネル銀河,https://stream01.willfonk.com/live_playlist.m3u8?cid=CS305&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
BS釣りビジョン,http:/43.128.40.42:2212/日本.php?id=BS251
女性チャンネル,http:/43.128.40.42:2212/日本.php?id=CS314
STAR1,http:/43.128.40.42:2212/日本.php?id=STAR1
STAR2,http:/43.128.40.42:2212/日本.php?id=STAR2
GAORA SPORTS,http:/43.128.40.42:2212/日本.php?id=CS254
J SPORTS 4,http:/43.128.40.42:2212/日本.php?id=JS4
J SPORTS 2,http:/43.128.40.42:2212/日本.php?id=JS2
J SPORTS 3,http:/43.128.40.42:2212/日本.php?id=JS3
J SPORTS 1,http:/43.128.40.42:2212/日本.php?id=JS1
ファミリ一剧场,http:/43.128.40.42:2212/日本.php?id=YJC
テレ朝チャンネル１,http:/43.128.40.42:2212/日本.php?id=20255
BSTokyo,http:/43.128.40.42:2212/日本.php?id=BSTokyo
Movie Plus,http:/43.128.40.42:2212/日本.php?id=Movie
Nihon Eiga TV,http:/43.128.40.42:2212/日本.php?id=Nihon
衛星劇場,http:/43.128.40.42:2212/日本.php?id=WXJC
東映チャンネル,http:/43.128.40.42:2212/日本.php?id=DY
東映チャンネル,https://stream01.willfonk.com/live_playlist.m3u8?cid=CS218&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
日テレプラス,http:/43.128.40.42:2212/日本.php?id=日1
GOLF NETWORK,http:/43.128.40.42:2212/日本.php?id=GOLF
Arirang,http:/43.128.40.42:2212/韩国.php?id=arirang_1
Channel,http:/43.128.40.42:2212/韩国.php?id=Channel
Good TV,http:/43.128.40.42:2212/韩国.php?id=Good
Gugbang TV,http:/43.128.40.42:2212/韩国.php?id=Gugbang
KBC SBS,http:/43.128.40.42:2212/韩国.php?id=KBC
KBS1,http:/43.128.40.42:2212/韩国.php?id=1
KBS2,http:/43.128.40.42:2212/韩国.php?id=2
KBS世界,http:/43.128.40.42:2212/韩国.php?d=3
KBS NEWS,http:/43.128.40.42:2212/韩国.php?id=4
KBS电视剧,http:/43.128.40.42:2212/韩国.php?id=5
KBS joy,http:/43.128.40.42:2212/韩国.php?id=6
KBS Life,http:/43.128.40.42:2212/韩国.php?id=7
KBS story,http:/43.128.40.42:2212/韩国.php?id=8
KBS Kids,http:/43.128.40.42:2212/韩国.php?id=9
KCTV,http:/43.128.40.42:2212/韩国.php?id=KCTV
KCTV,http://119.77.96.184:1935/chn21/chn21/chunklist_w252131137.m3u8
KTV,http:/43.128.40.42:2212/韩国.php?id=KTV
MBC,http:/43.128.40.42:2212/韩国.php?id=MBC
MTN,http:/43.128.40.42:2212/韩国.php?id=MTN
MyStream,http:/43.128.40.42:2212/韩国.php?id=myStream
NBS,http:/43.128.40.42:2212/韩国.php?id=NBS
SBS,http:/43.128.40.42:2212/韩国.php?id=SBS
SBS,http://ye23.win/iptv/sbs5.1.php?id=S01
TBS,http:/43.128.40.42:2212/韩国.php?id=TBS-A
TBS,http:/43.128.40.42:2212/韩国.php?id=TBS-B
TBS,http://203.162.235.41:16907
TBS,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS296&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
TJB,http:/43.128.40.42:2212/韩国.php?id=TJB
YTN,http:/43.128.40.42:2212/韩国.php?id=ytn
韩国电影1,http:/43.128.40.42:2212/韩国.php?id=movie1
韩国电影2,http:/43.128.40.42:2212/韩国.php?id=movie2
韩国电影3,http:/43.128.40.42:2212/韩国.php?id=movie3
韩国音乐,http:/43.128.40.42:2212/韩国.php?id=music
韩剧,http:/43.128.40.42:2212/韩国.php?id=movie4
韩联社,http:/43.128.40.42:2212/韩国.php?id=movie5
Yonhap News,http:/43.128.40.42:2212/韩国.php?id=yonhapnews
CBS,http:/43.128.40.42:2212/韩国.php?id=cbs
EBS1,http:/43.128.40.42:2212/韩国.php?id=ebs1
EBS2,http:/43.128.40.42:2212/韩国.php?id=ebs2
EBS2,http://ebsonairios.ebs.co.kr/ebs2familypc/familypc1m/playlist.m3u8
EBS Plus2,http:/43.128.40.42:2212/韩国.php?id=ebsplus2
EBS Kids,http:/43.128.40.42:2212/韩国.php?id=ebskids
KBS World 24,http:/43.128.40.42:2212/韩国.php?id=kbsworld24
YTN Science,http:/43.128.40.42:2212/韩国.php?id=ytnscience
YTN Korean,http:/43.128.40.42:2212/韩国.php?id=ytnkorean
YTN DMB,http:/43.128.40.42:2212/韩国.php?id=ytndmb
Apps TV,http:/43.128.40.42:2212/韩国.php?id=appongoogle
CGNTV,http:/43.128.40.42:2212/韩国.php?id=cgntv
japan-NHK G,vjms://14.102.154.165:8500:3502/live/cid=309&delay=200&httpbuf=200&memory=50
japan-NHK Eテレ,vjms://14.102.154.165:8500:3502/live/cid=310&delay=200&httpbuf=200&memory=50
japan-日本テレビ,vjms://14.102.154.165:8500:3502/live/cid=312&delay=200&httpbuf=200&memory=50
japan-テレビ朝日,vjms://14.102.154.165:8500:3502/live/cid=313&delay=200&httpbuf=200&memory=50
japan-TBSテレビ,vjms://14.102.154.165:8500:3502/live/cid=314&delay=200&httpbuf=200&memory=50
japan-テレビ东京,vjms://14.102.154.165:8500:3502/live/cid=315&delay=200&httpbuf=200&memory=50
japan-TOKYO MX,vjms://14.102.154.165:8500:3502/live/cid=311&delay=200&httpbuf=200&memory=50
japan-フジテレビジョン,vjms://14.102.154.165:8500:3502/live/cid=316&delay=200&httpbuf=200&memory=50
japan-NHK綜合大阪,vjms://14.102.154.165:8500:3502/live/cid=317&delay=200&httpbuf=200&memory=50
japan-NHKE大阪,vjms://14.102.154.165:8500:3502/live/cid=318&delay=200&httpbuf=200&memory=50
japan-毎日放送,vjms://14.102.154.165:8500:3502/live/cid=319&delay=200&httpbuf=200&memory=50
japan-サンテレビ,vjms://14.102.154.165:8500:3502/live/cid=320&delay=200&httpbuf=200&memory=50
japan-朝日放送,vjms://14.102.154.165:8500:3502/live/cid=321&delay=200&httpbuf=200&memory=50
japan-テレビ大阪,vjms://14.102.154.165:8500:3502/live/cid=322&delay=200&httpbuf=200&memory=50
japan-関西テレビ,vjms://14.102.154.165:8500:3502/live/cid=323&delay=200&httpbuf=200&memory=50
japan-読売テレビ,vjms://14.102.154.165:8500:3502/live/cid=324&delay=200&httpbuf=200&memory=50
japan-BS1,vjms://14.102.154.165:8500:3502/live/cid=301&delay=200&httpbuf=200&memory=50
japan-BS朝日,vjms://14.102.154.165:8500:3502/live/cid=308&delay=200&httpbuf=200&memory=50
japan-BSフジ,vjms://14.102.154.165:8500:3502/live/cid=307&delay=200&httpbuf=200&memory=50
japan-BSジャパン,vjms://14.102.154.165:8500:3502/live/cid=306&delay=200&httpbuf=200&memory=50
japan-BSTBS,vjms://14.102.154.165:8500:3502/live/cid=305&delay=200&httpbuf=200&memory=50
japan-BS日テレ,vjms://14.102.154.165:8500:3502/live/cid=304&delay=200&httpbuf=200&memory=50
japan-BSプレミアム,vjms://14.102.154.165:8500:3502/live/cid=303&delay=200&httpbuf=200&memory=50
japan-BS12,vjms://14.102.154.165:8500:3502/live/cid=302&delay=200&httpbuf=200&memory=50
japan-WOWOWプライム,vjms://14.102.154.165:8500:3502/live/cid=325&delay=200&httpbuf=200&memory=50
japan-WOWOWライブ,vjms://14.102.154.165:8500:3502/live/cid=205&delay=200&httpbuf=200&memory=50
japan-WOWOWシネマ,vjms://14.102.154.165:8500:3502/live/cid=224&delay=200&httpbuf=200&memory=50
japan-スターチャンネル1,vjms://14.102.154.165:8500:3502/live/cid=326&delay=200&httpbuf=200&memory=50
japan-スターチャンネル2,vjms://14.102.154.165:8500:3502/live/cid=191&delay=200&httpbuf=200&memory=50
japan-スターチャンネル3,vjms://14.102.154.165:8500:3502/live/cid=193&delay=200&httpbuf=200&memory=50
japan-BSスカバー！,vjms://14.102.154.165:8500:3502/live/cid=58&delay=200&httpbuf=200&memory=50
japan-BSアニマックス,vjms://14.102.154.165:8500:3502/live/cid=498&delay=200&httpbuf=200&memory=50
japan-J sports1,vjms://14.102.154.165:8500:3502/live/cid=415&delay=200&httpbuf=200&memory=50
japan-J sports2,vjms://14.102.154.165:8500:3502/live/cid=416&delay=200&httpbuf=200&memory=50
japan-J sports3,vjms://14.102.154.165:8500:3502/live/cid=410&delay=200&httpbuf=200&memory=50
J sports4,vjms://14.102.154.165:8500:3502/live/cid=411&delay=200&httpbuf=200&memory=50
japan-Cinefil WOWOW,vjms://14.102.154.165:8500:3502/live/cid=209&delay=200&httpbuf=200&memory=50
japan-Green,vjms://14.102.154.165:8500:3502/live/cid=412&delay=200&httpbuf=200&memory=50
japan-GOLF,vjms://14.102.154.165:8500:3502/live/cid=409&delay=200&httpbuf=200&memory=50
japan-EXsports,vjms://14.102.154.165:8500:3502/live/cid=414&delay=200&httpbuf=200&memory=50
japan-FightingTV,vjms://14.102.154.165:8500:3502/live/cid=408&delay=200&httpbuf=200&memory=50
japan-釣魚,vjms://14.102.154.165:8500:3502/live/cid=55&delay=200&httpbuf=200&memory=50
japan-FOXsports,vjms://14.102.154.165:8500:3502/live/cid=57&delay=200&httpbuf=200&memory=50
