🇨🇳央    视,#genre#
江西卫视,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000013731&livemode=1&stbId=4
浙江卫视,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000009806&livemode=1&stbId=4
浙江卫视,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000014260&livemode=1&stbId=4
深圳卫视,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000011645&livemode=1&stbId=4
深圳卫视,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000009227&livemode=1&stbId=4
辽宁卫视,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000002000024033&livemode=1&stbId=4
湖北卫视,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000010355&livemode=1&stbId=4
湖北卫视,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000024621&livemode=1&stbId=4
湖南卫视,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000009115&livemode=1&stbId=4
湖南卫视,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000032695&livemode=1&stbId=4
海南卫视,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=bestzb&Contentid=5000000004000006211&livemode=1&stbId=4
重庆卫视,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000002000018937&livemode=1&stbId=4
黑龙江卫视,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000009082&livemode=1&stbId=4
黑龙江卫视,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000001925&livemode=1&stbId=4
江苏卫视,http://223.109.53.49/liveplay-kk.rtxapp.com/live/program/live/jswshd8m/8000000/mnf.m3u8

广西卫视,http://223.109.53.49/liveplay-kk.rtxapp.com/live/program/live/gxwshd8m/8000000/mnf.m3u8

四川卫视,http://223.109.53.49/liveplay-kk.rtxapp.com/live/program/live/scwshd/8000000/mnf.m3u8

东方卫视,http://223.109.53.49/liveplay-kk.rtxapp.com/live/program/live/dfwshd8m/8000000/mnf.m3u8

湖南卫视,http://223.109.53.49/liveplay-kk.rtxapp.com/live/program/live/hunanwshd8m/8000000/mnf.m3u8

浙江卫视,http://223.109.53.49/liveplay-kk.rtxapp.com/live/program/live/zjwshd8m/8000000/mnf.m3u8

北京卫视,http://223.109.53.49/liveplay-kk.rtxapp.com/live/program/live/bjwshd8m/8000000/mnf.m3u8

天津卫视,http://223.109.53.49/liveplay-kk.rtxapp.com/live/program/live/tjwshd8m/8000000/mnf.m3u8

辽宁卫视,http://223.109.53.49/liveplay-kk.rtxapp.com/live/program/live/lnwshd8m/8000000/mnf.m3u8

安徽卫视,http://223.109.53.49/liveplay-kk.rtxapp.com/live/program/live/ahwshd8m/8000000/mnf.m3u8

黑龙江卫视,http://223.109.53.49/liveplay-kk.rtxapp.com/live/program/live/hljwshd8m/8000000/mnf.m3u8

广东卫视,http://223.109.53.49/liveplay-kk.rtxapp.com/live/program/live/gdwshd8m/8000000/mnf.m3u8

深圳卫视,http://223.109.53.49/liveplay-kk.rtxapp.com/live/program/live/szwshd8m/8000000/mnf.m3u8

湖北卫视,http://223.109.53.49/liveplay-kk.rtxapp.com/live/program/live/hubeiws8m/8000000/mnf.m3u8

吉林卫视,http://223.109.53.49/liveplay-kk.rtxapp.com/live/program/live/jlwshd8m/8000000/mnf.m3u8

山东卫视,http://223.109.53.49/liveplay-kk.rtxapp.com/live/program/live/sdws8m/8000000/mnf.m3u8

江西卫视,http://223.109.53.49/liveplay-kk.rtxapp.com/live/program/live/jxws8m/8000000/mnf.m3u8

河南卫视,http://223.109.53.49/liveplay-kk.rtxapp.com/live/program/live/hnwshd8m/8000000/mnf.m3u8

河北卫视,http://223.109.53.49/liveplay-kk.rtxapp.com/live/program/live/hbwshd8m/8000000/mnf.m3u8

甘肃卫视,http://223.109.53.49/liveplay-kk.rtxapp.com/live/program/live/gswshd8m/8000000/mnf.m3u8

重庆卫视,http://223.109.53.49/liveplay-kk.rtxapp.com/live/program/live/cqws8m/8000000/mnf.m3u8

东南卫视,http://223.109.53.49/liveplay-kk.rtxapp.com/live/program/live/dnwshd8m/8000000/mnf.m3u8

云南卫视,http://223.109.53.49/liveplay-kk.rtxapp.com/live/program/live/ynwshd8m/8000000/mnf.m3u8

贵州卫视,http://223.109.53.49/liveplay-kk.rtxapp.com/live/program/live/gzwshd8m/8000000/mnf.m3u8

海南卫视,http://223.109.53.49/liveplay-kk.rtxapp.com/live/program/live/hainanwshd8m/8000000/mnf.m3u8

江苏卫视,http://223.109.123.15/liveplay-kk.rtxapp.com/live/program/live/jswshd8m/8000000/mnf.m3u8

广西卫视,http://223.109.123.15/liveplay-kk.rtxapp.com/live/program/live/gxwshd8m/8000000/mnf.m3u8

四川卫视,http://223.109.123.15/liveplay-kk.rtxapp.com/live/program/live/scwshd/8000000/mnf.m3u8

东方卫视,http://223.109.123.15/liveplay-kk.rtxapp.com/live/program/live/dfwshd8m/8000000/mnf.m3u8

湖南卫视,http://223.109.123.15/liveplay-kk.rtxapp.com/live/program/live/hunanwshd8m/8000000/mnf.m3u8

浙江卫视,http://223.109.123.15/liveplay-kk.rtxapp.com/live/program/live/zjwshd8m/8000000/mnf.m3u8

北京卫视,http://223.109.123.15/liveplay-kk.rtxapp.com/live/program/live/bjwshd8m/8000000/mnf.m3u8

天津卫视,http://223.109.123.15/liveplay-kk.rtxapp.com/live/program/live/tjwshd8m/8000000/mnf.m3u8

辽宁卫视,http://223.109.123.15/liveplay-kk.rtxapp.com/live/program/live/lnwshd8m/8000000/mnf.m3u8

安徽卫视,http://223.109.123.15/liveplay-kk.rtxapp.com/live/program/live/ahwshd8m/8000000/mnf.m3u8

黑龙江卫视,http://223.109.123.15/liveplay-kk.rtxapp.com/live/program/live/hljwshd8m/8000000/mnf.m3u8

广东卫视,http://223.109.123.15/liveplay-kk.rtxapp.com/live/program/live/gdwshd8m/8000000/mnf.m3u8

深圳卫视,http://223.109.123.15/liveplay-kk.rtxapp.com/live/program/live/szwshd8m/8000000/mnf.m3u8

湖北卫视,http://223.109.123.15/liveplay-kk.rtxapp.com/live/program/live/hubeiws8m/8000000/mnf.m3u8

吉林卫视,http://223.109.123.15/liveplay-kk.rtxapp.com/live/program/live/jlwshd8m/8000000/mnf.m3u8

山东卫视,http://223.109.123.15/liveplay-kk.rtxapp.com/live/program/live/sdws8m/8000000/mnf.m3u8

江西卫视,http://223.109.123.15/liveplay-kk.rtxapp.com/live/program/live/jxws8m/8000000/mnf.m3u8

河南卫视,http://223.109.123.15/liveplay-kk.rtxapp.com/live/program/live/hnwshd8m/8000000/mnf.m3u8

河北卫视,http://223.109.123.15/liveplay-kk.rtxapp.com/live/program/live/hbwshd8m/8000000/mnf.m3u8

甘肃卫视,http://223.109.123.15/liveplay-kk.rtxapp.com/live/program/live/gswshd8m/8000000/mnf.m3u8

重庆卫视,http://223.109.123.15/liveplay-kk.rtxapp.com/live/program/live/cqws8m/8000000/mnf.m3u8

东南卫视,http://223.109.123.15/liveplay-kk.rtxapp.com/live/program/live/dnwshd8m/8000000/mnf.m3u8

云南卫视,http://223.109.123.15/liveplay-kk.rtxapp.com/live/program/live/ynwshd8m/8000000/mnf.m3u8

贵州卫视,http://223.109.123.15/liveplay-kk.rtxapp.com/live/program/live/gzwshd8m/8000000/mnf.m3u8

海南卫视,http://223.109.123.15/liveplay-kk.rtxapp.com/live/program/live/hainanwshd8m/8000000/mnf.m3u8
凤凰中文,http://139.9.188.172:5678/sxg.php?id=test1_4000
凤凰资讯,http://139.9.188.172:5678/sxg.php?id=test2_4000
安徽卫视,http://139.9.188.172:5678/sxg.php?id=ahwsH265_4000
北京卫视,http://139.9.188.172:5678/sxg.php?id=bjwsH265_4000
兵团卫视,http://139.9.188.172:5678/sxg.php?id=btws_4000
重庆卫视,http://139.9.188.172:5678/sxg.php?id=cqwsH265_4000
东方卫视,http://139.9.188.172:5678/sxg.php?id=dfwsH265_4000
东南卫视,http://139.9.188.172:5678/sxg.php?id=dnwsfjwsH265_4000
甘肃卫视,http://139.9.188.172:5678/sxg.php?id=gsws_4000
广东卫视,http://139.9.188.172:5678/sxg.php?id=gdwsH265_4000
广西卫视,http://139.9.188.172:5678/sxg.php?id=gxws_4000
贵州卫视,http://139.9.188.172:5678/sxg.php?id=gzwsH265_4000
海南卫视,http://139.9.188.172:5678/sxg.php?id=hnws_4000
河南卫视,http://139.9.188.172:5678/sxg.php?id=hnws35_4000
黑龙江卫视,http://139.9.188.172:5678/sxg.php?id=hljwsH265_4000
湖北卫视,http://139.9.188.172:5678/sxg.php?id=hbwsH265_4000
湖南卫视,http://139.9.188.172:5678/sxg.php?id=hnwsH265_4000
吉林卫视,http://139.9.188.172:5678/sxg.php?id=jlwsH265_4000
江苏卫视,http://139.9.188.172:5678/sxg.php?id=jswsH265_4000
江西卫视,http://139.9.188.172:5678/sxg.php?id=jxwsH265_4000
康巴卫视,http://139.9.188.172:5678/sxg.php?id=kbwsH264_2000
辽宁卫视,http://139.9.188.172:5678/sxg.php?id=lnwsHDH264_4000
内蒙古卫视,http://139.9.188.172:5678/sxg.php?id=nmgws_4000
山东教育卫视,http://139.9.188.172:5678/sxg.php?id=sdjy_4000
山东卫视,http://139.9.188.172:5678/sxg.php?id=sdwsH265_4000
山西卫视,http://139.9.188.172:5678/sxg.php?id=sxws42_4000
陕西卫视,http://139.9.188.172:5678/sxg.php?id=sxws_4000
深圳卫视,http://139.9.188.172:5678/sxg.php?id=szwsH265_4000
四川卫视,http://139.9.188.172:5678/sxg.php?id=scwsH265_4000
天津卫视,http://139.9.188.172:5678/sxg.php?id=tjwsH265_4000
西藏卫视,http://139.9.188.172:5678/sxg.php?id=xzwsH264_2000
云南卫视,http://139.9.188.172:5678/sxg.php?id=ynws_4000
浙江卫视,http://139.9.188.172:5678/sxg.php?id=zjwsH265_4000
北京卫视,http://tvmvip110.club/as.php?id=bjwshd

东方卫视,http://tvmvip110.club/as.php?id=dfwshd
天津卫视,http://tvmvip110.club/as.php?id=tjwshd
黑龙江卫视,http://tvmvip110.club/as.php?id=hljwshd
辽宁卫视,http://tvmvip110.club/as.php?id=lnwshd
河北卫视,http://tvmvip110.club/as.php?id=hbwshd
山东卫视,http://tvmvip110.club/as.php?id=sdwshd
安徽卫视,http://tvmvip110.club/as.php?id=ahwshd
湖北卫视,http://tvmvip110.club/as.php?id=hubwshd
湖南卫视,http://tvmvip110.club/as.php?id=hunwshd
江苏卫视,http://tvmvip110.club/as.php?id=jswshd
浙江卫视,http://tvmvip110.club/as.php?id=zjwshd
东南卫视,http://tvmvip110.club/as.php?id=dnwshd
广东卫视,http://tvmvip110.club/as.php?id=gdwshd
深圳卫视,http://tvmvip110.club/as.php?id=szwshd
贵州卫视,http://tvmvip110.club/as.php?id=gzwshd
黑莓动画,http://183.207.249.15/PLTV/3/224/3221225555/index.m3u8
黑莓动画,http://183.207.249.7/PLTV/3/224/3221225555/index.m3u8
鳳凰資訊,http://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G.m3u8
黑莓电影,http://39.135.138.60:18890/PLTV/88888910/224/3221225769/index.m3u8
深圳卫视,http://1.204.169.243/live.aishang.ctlcdn.com/00000110240132_1/playlist.m3u8?CONTENTID=00000110240132_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
美食中国,http://1.204.169.243/live.aishang.ctlcdn.com/00000110240345_1/playlist.m3u8?CONTENTID=00000110240345_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
相声小品,http://1.204.169.243/live.aishang.ctlcdn.com/00000110240006_1/playlist.m3u8?CONTENTID=00000110240006_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
美食李子柒,http://hls-ott-zhibo.wasu.tv/live/443/index.m3u8
胖妹美食,http://txtest-xp2p.p2p.huya.com/src/2752-2752-11819749998592-2399147056830-10057-A-0-1.xs
舌尖上的中国,http://txtest-xp2p.p2p.huya.com/src/1423787851-1423787851-6115122256487120896-2847699158-10057-A-0-1.xs
随手做美食,http://epg.112114.xyz/douyu/9814884
大海哥美食,http://epg.112114.xyz/douyu/9696878
美食作家王刚,http://epg.112114.xyz/douyu/8144937
厨师长农国栋,http://epg.112114.xyz/douyu/8941512
江西易视腾,#genre#
CCTV1,http://39.135.142.36:8080/hwrr.jx.chinamobile.com/PLTV/88888910/224/3221225618/index.m3u8
CCTV1,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225630/index.m3u8
CCTV1,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225642/index.m3u8
CCTV1,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225762/index.m3u8
CCTV1,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225918/index.m3u8
CCTV1,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221226221/index.m3u8
CCTV1,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221226225/index.m3u8
CCTV2,http://39.135.142.34:8080/hwrr.jx.chinamobile.com/PLTV/88888910/224/3221225619/index.m3u8
CCTV2,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225643/index.m3u8
CCTV3,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225634/index.m3u8
CCTV3,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225647/index.m3u8
CCTV4,http://39.135.142.34:8080/hwrr.jx.chinamobile.com/PLTV/88888910/224/3221225621/index.m3u8
CCTV5,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225633/index.m3u8
CCTV5+,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225649/index.m3u8
CCTV6,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225632/index.m3u8
CCTV6,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225650/index.m3u8
CCTV7,http://39.135.142.36:8080/hwrr.jx.chinamobile.com/PLTV/88888910/224/3221225624/index.m3u8
CCTV7,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225644/index.m3u8
CCTV8,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225631/index.m3u8
CCTV8,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225635/index.m3u8
CCTV9,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225626/index.m3u8
CCTV9,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225646/index.m3u8
CCTV9,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221226262/index.m3u8
CCTV10,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225627/index.m3u8
CCTV10,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225636/index.m3u8
CCTV11,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225628/index.m3u8
CCTV12,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225629/index.m3u8
CCTV12,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225637/index.m3u8
CCTV13,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225638/index.m3u8
CCTV14,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225639/index.m3u8
CCTV14,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225640/index.m3u8
CCTV15,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225641/index.m3u8
CCTV16,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221226230/index.m3u8
CCTV16,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221226233/index.m3u8
CCTV17,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225907/index.m3u8
CCTV17,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225909/index.m3u8
CCTV17,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225908/index.m3u8
CETV1,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225661/index.m3u8
CETV4,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225937/index.m3u8
CCTV4K,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225786/index.m3u8
江西卫视,http://39.135.142.34:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225746/index.m3u8
江西卫视,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225705/index.m3u8
东方卫视,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225658/index.m3u8
东方卫视,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225659/index.m3u8
湖南卫视,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225704/index.m3u8
湖南卫视,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225745/index.m3u8
浙江卫视,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225703/index.m3u8
浙江卫视,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225744/index.m3u8
深圳卫视,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225700/index.m3u8
深圳卫视,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225741/index.m3u8
广东卫视,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225701/index.m3u8
广东卫视,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225742/index.m3u8
江苏卫视,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225702/index.m3u8
江苏卫视,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225743/index.m3u8
北京卫视,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225673/index.m3u8
北京卫视,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225674/index.m3u8
安徽卫视,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225691/index.m3u8
安徽卫视,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225737/index.m3u8
湖北卫视,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225699/index.m3u8
湖北卫视,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225740/index.m3u8
天津卫视,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225698/index.m3u8
天津卫视,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225739/index.m3u8
四川卫视,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225733/index.m3u8
广西卫视,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225731/index.m3u8
厦门卫视,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221226199/index.m3u8
辽宁卫视,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225696/index.m3u8
辽宁卫视,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225735/index.m3u8
河北卫视,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225732/index.m3u8
河南卫视,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221226196/index.m3u8
山东卫视,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225697/index.m3u8
山东卫视,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225738/index.m3u8
山西卫视,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225730/index.m3u8
重庆卫视,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225692/index.m3u8
重庆卫视,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225734/index.m3u8
云南卫视,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225664/index.m3u8
东南卫视,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225657/index.m3u8
海南卫视,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225722/index.m3u8
南方卫视,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221226203/index.m3u8
甘肃卫视,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225724/index.m3u8
吉林卫视,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225680/index.m3u8
陕西卫视,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225729/index.m3u8
宁夏卫视,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225726/index.m3u8
贵州卫视,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225728/index.m3u8
青海卫视,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225727/index.m3u8
西藏卫视,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225723/index.m3u8
新疆卫视,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225725/index.m3u8
延边卫视,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221226201/index.m3u8
兵团卫视,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221226200/index.m3u8
农林卫视,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221226204/index.m3u8
黑龙江卫视,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225690/index.m3u8
黑龙江卫视,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225736/index.m3u8
内蒙古卫视,http://39.135.142.35:8080/hwrr.jx.chinamobile.com/PLTV//88888910/224/3221225667/index.m3u8
CCTV1,http://117.169.124.149:8080/live/HD-8000k-1080P-cctv1/index.m3u8
CCTV2,http://117.169.124.149:8080/live/HD-8000k-1080P-cctv2/index.m3u8
CCTV3,http://117.169.124.149:8080/live/HD-8000k-1080P-cctv3/index.m3u8
CCTV4,http://117.169.124.149:8080/live/cctv-4/index.m3u8
CCTV5http://117.169.124.149:8080/live/HD-8000k-1080P-cctv5/index.m3u8
CCTV5+,http://117.169.124.149:8080/live/hdcctv05plus/index.m3u8
CCTV6,http://117.169.124.149:8080/live/HD-8000k-1080P-cctv6/index.m3u8
CCTV7,http://117.169.124.149:8080/live/HD-8000k-1080P-cctv7/index.m3u8
CCTV8,http://117.169.124.149:8080/live/HD-8000k-1080P-cctv8/index.m3u8
CCTV9,http://117.169.124.149:8080/live/HD-8000k-1080P-cctv9/index.m3u8
CCTV10,http://117.169.124.149:8080/live/HD-8000k-1080P-cctv10/index.m3u8
CCTV11,http://117.169.124.149:8080/live/cctv-11/index.m3u8
CCTV12,http://117.169.124.149:8080/live/HD-8000k-1080P-cctv12/index.m3u8
CCTV13,http://117.169.124.149:8080/live/cctv-13/index.m3u8
CCTV14,http://117.169.124.149:8080/live/HD-8000k-1080P-cctv14/index.m3u8
CCTV15,http://117.169.124.149:8080/live/cctv-15/index.m3u8
CCTV16,http://117.169.124.149:8080/live/HD-8000k-1080P-cctv16/index.m3u8
CCTV17,http://117.169.124.149:8080/live/HD-4000k-1080P-cctv17/index.m3u8
北京纪实科教,http://117.169.124.149:8080/live/HD-8000k-1080P-beijingjishi/index.m3u8
时光爱分享,http://117.169.124.149:8080/live/dongnanstv/index.m3u8
东南卫视,http://117.169.124.149:8080/live/dongnanstv/index.m3u8
东方卫视,http://117.169.124.149:8080/live/HD-8000k-1080P-dongfangstv/index.m3u8
北京卫视,http://117.169.124.149:8080/live/HD-8000k-1080P-beijingstv/index.m3u8
天津卫视,http://117.169.124.149:8080/live/HD-8000k-1080P-tianjinstv/index.m3u8
安徽卫视,http://117.169.124.149:8080/live/HD-8000k-1080P-anhuistv/index.m3u8
山东卫视,http://117.169.124.149:8080/live/HD-8000k-1080P-shandongstv/index.m3u8
广东卫视,http://117.169.124.149:8080/live/HD-8000k-1080P-guangdongstv/index.m3u8
江苏卫视,http://117.169.124.149:8080/live/HD-8000k-1080P-jiangsustv/index.m3u8
江西卫视,http://117.169.124.149:8080/live/HD-8000k-1080P-jiangxistv/index.m3u8
浙江卫视,http://117.169.124.149:8080/live/HD-8000k-1080P-zhejiangstv/index.m3u8
深圳卫视,http://117.169.124.149:8080/live/HD-8000k-1080P-shenzhenstv/index.m3u8
湖北卫视,http://117.169.124.149:8080/live/HD-8000k-1080P-hubeistv/index.m3u8
