
狼爪•音乐DJ,#genre#
2021最好听情歌[1280*720],https://vdse.bdstatic.com//e668900af1d683c1f8762c1184d516d3.mp4
2021催泪情歌DJ[1280*720],https://vdse.bdstatic.com//b3a011133da73776af09309a9ee4d4c9.mp4
精选邓丽君经典歌曲8首[1280*720],https://vdse.bdstatic.com//6fdc7d09e2f04a19745752bb60fbcc76.mp4
邓丽君 歌曲精选九首 经典歌曲[960*540],https://vdse.bdstatic.com//432792ba00998e73655101c9e706e1e2.mp4
金典老歌[1280*720],https://vdse.bdstatic.com//36ea0ffcf8156a44b9d524d999eb088a.mp4
刀郎经典歌曲7首：《西海情歌》《敖包相会》《情人》冲动的惩罚[1280*720],https://vdse.bdstatic.com//628ca08719cef5987ea2ae3c6f0d2386.mp4
云朵、刀郎、孙露、张雨生等经典怀旧歌曲6首[1280*720],https://vdse.bdstatic.com//fa0ed7ad8657cc4d13972c3d9aa5ddbf.mp4
怀旧金曲:刀郎《黄玫瑰》[960*544],https://vdse.bdstatic.com//893331fdfab5d04e5c93e2adbbf1e949.mp4
《那一夜》谢军[640*360],https://vdse.bdstatic.com//da6d866213a8bce7b317f508cf702e2e.mp4

狼爪•央视蓝光,#genre#
CCTV1[1920•1080],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225618/index.m3u8
CCTV1[1920•1080],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225918/index.m3u8
CCTV1[1920•1080],http://yd-m-l.cztv.com/channels/lantian/channel13/1080p.m3u8
CCTV1[1920•1080],http://hw-m-l.cztv.com/channels/lantian/channel13/1080p.m3u8
CCTV1[1920•1080],http://39.134.66.48/PLTV/88888888/224/3221225816/index.m3u8
CCTV1[1920•1080],http://39.134.67.226/PLTV/88888888/224/3221225816/index.m3u8
CCTV1[1920•1080],http://39.134.65.179/PLTV/88888888/224/3221225816/index.m3u8
CCTV1[1920•1080],http://39.134.65.181/PLTV/88888888/224/3221225816/index.m3u8
CCTV1[1920•1080],http://39.134.67.7:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8
CCTV1[1920•1080],http://117.148.179.155/PLTV/88888888/224/3221231468/1.m3u8
CCTV2[1920•1080],http://117.148.179.147/PLTV/88888888/224/3221231678/1.m3u8
CCTV-2财经高清,http://39.136.48.6:8089/PLTV/88888888/224/3221225751/index.m3u8$1920*1080
CCTV-2财经高清,http://hwrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221225643/index.m3u8$1920*1080
CCTV-2财经高清,http://39.134.32.102:6610/270000001111/1110000302/index.m3u8?IASHttpSessionId=OTT$1920*1080
CCTV-2财经高清,http://59.49.41.44/live.aishang.ctlcdn.com/00000110240244_1/playlist.m3u8?CONTENTID=00000110240244_1$1920*1080
CCTV-2财经高清,http://183.196.25.171:808/hls/2/index.m3u8$1920*1080
CCTV-2财经高清,http://120.253.104.16:808/hls/2/index.m3u8$1920*1080
CCTV-2财经高清,http://hwrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221225619/index.m3u8$1920*1080
CCTV-2财经高清,http://39.134.32.108:6610/270000001111/1110000302/index.m3u8?IASHttpSessionId=OTT$1920*1080
CCTV-2财经高清,http://39.136.48.8:8089/PLTV/88888888/224/3221225751/index.m3u8$1920*1080
CCTV-2财经高清,http://117.148.179.147/PLTV/88888888/224/3221231678/index.m3u8$1920*1080
CCTV-2财经高清,http://39.135.138.60:18890/PLTV/88888910/224/3221225619/index.m3u8$1920*1080
CCTV-2财经高清,http://39.134.32.103:6610/270000001111/1110000302/index.m3u8?IASHttpSessionId=OTT$1920*1080
CCTV-2财经高清,http://39.136.48.5:8089/PLTV/88888888/224/3221225751/index.m3u8$1920*1080
CCTV-2财经高清,http://39.136.48.2:8089/PLTV/88888888/224/3221225751/index.m3u8$1920*1080
CCTV-2财经高清,http://39.135.138.58:18890/PLTV/88888910/224/3221225619/index.m3u8$1920*1080
CCTV-2财经高清,http://39.135.138.58:18890/PLTV/88888910/224/3221225643/index.m3u8$1920*1080
CCTV-2财经高清,http://39.135.138.59:18890/PLTV/88888910/224/3221225643/index.m3u8$1920*1080
CCTV-2财经高清,http://182.151.211.171:808/hls/2/index.m3u8$1920*1080
CCTV-2财经高清FHD,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225619/index.m3u8$1920*1080
CCTV-2财经高清FHD,http://39.134.116.30:8080/PLTV/88888910/224/3221225619/index.m3u8$1920*1080
CCTV-2财经高清,http://111.59.63.32:9901/tsfile/live/1009_1.m3u8$1920*1080
CCTV-2财经高清FHD,http://39.135.138.59:18890/PLTV/88888910/224/3221225619/index.m3u8$1920*1080
CCTV-2财经高清HD,http://117.148.179.156/PLTV/88888888/224/3221232362/index.m3u8$1280*720
CCTV-2财经高清FHD,http://39.134.115.163:8080/PLTV/88888910/224/3221225619/index.m3u8$1920*1080
CCTV-2财经高清,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240244_1/playlist.m3u8?CONTENTID=00000110240244_1$1920*1080
CCTV3,http://hwrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221225647/index.m3u8$1920*1080
CCTV3,http://39.135.138.58:18890/TVOD/88888888/224/3221225634/index.m3u8$1920*1080
CCTV3,http://39.135.38.165:6610/000000001000/1000000001000011218/1.m3u8?IASHttpSessionId=OTT16157620200202041417014267&fmt=ts2hls&u=45768392$1920*1080
CCTV3,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225634/index.m3u8$1920*1080
CCTV3,http://39.134.67.226/PLTV/88888888/224/3221225799/index.m3u8$1920*1080
CCTV3,http://111.59.63.32:9901/tsfile/live/1010_1.m3u8$1920*1080
CCTV3,http://182.151.211.171:808/hls/3/index.m3u8$1920*1080
CCTV3,http://111.40.196.9/PLTV/88888888/224/3221225588/index.m3u8$1280*720
CCTV3,http://39.134.115.163:8080/PLTV-/88888910/224/3221225647/index.m3u8$1920*1080
CCTV3,http://111.40.196.29/PLTV/88888888/224/3221225588/index.m3u8$1280*720
CCTV3,http://59.49.41.44/live.aishang.ctlcdn.com/00000110240245_1/playlist.m3u8?CONTENTID=00000110240245_1$1920*1080
CCTV3FHD,http://39.134.65.142/PLTV/88888888/224/3221225799/index.m3u8$1920*1080
CCTV3FHD,http://39.134.116.30:8080/PLTV/88888910/224/3221225634/index.m3u8$1920*1080
CCTV3FHD,http://39.135.138.59:18890/PLTV/88888910/224/3221225634/index.m3u8$1920*1080
CCTV3FHD,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225647/index.m3u8$1920*1080
CCTV3,http://39.136.48.5:8089/PLTV/88888888/224/3221226338/index.m3u8$1920*1080
CCTV3FHD,http://183.207.249.9/PLTV/3/224/3221225588/1.m3u8$1920*1080
CCTV3FHD,http://183.207.249.14/PLTV/3/224/3221225588/index.m3u8$1920*1080
CCTV3FHD,http://39.135.138.58:18890/PLTV/88888910/224/3221225647/index.m3u8$1920*1080
CCTV3FHD,http://39.134.115.163:8080/PLTV/88888910/224/3221225647/index.m3u8$1920*1080
CCTV3,http://183.207.249.35/PLTV/4/224/3221227295/index.m3u8$1920*1080
CCTV3FHD,http://39.135.138.59:18890/PLTV/88888910/224/3221225647/index.m3u8$1920*1080
CCTV3,http://hwrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221225634/index.m3u8$1920*1080
CCTV3HD,http://39.134.65.179/PLTV/88888888/224/3221225799/1.m3u8$1920*1080
CCTV3HD,http://39.134.65.173/PLTV/88888888/224/3221225799/1.m3u8$1920*1080
CCTV3FHD,http://39.134.115.163:8080/PLTV/88888910/224/3221225634/index.m3u8$1920*1080
CCTV3FHD,http://39.134.65.141/PLTV/88888888/224/3221225799/index.m3u8$1920*1080
CCTV3,http://39.135.138.60:18890/PLTV/88888910/224/3221225647/index.m3u8$1920*1080
CCTV3,http://111.20.33.93/PLTV/88888893/224/3221226397/index.m3u8$1920*1080
CCTV3[1920•1080],http://39.134.66.46/PLTV/88888888/224/3221225799/index.m3u8
CCTV3[1920•1080],http://39.134.67.226/PLTV/88888888/224/3221225799/index.m3u8
CCTV3[1920•1080],http://39.134.65.179/PLTV/88888888/224/3221225799/index.m3u8
CCTV3[1920•1080],http://39.134.65.181/PLTV/88888888/224/3221225799/index.m3u8
CCTV3[1920•1080],http://39.134.65.173/PLTV/88888888/224/3221225799/index.m3u8
CCTV3[1920•1080],http://39.134.65.183/PLTV/88888888/224/3221225799/index.m3u8
CCTV3[1920•1080],http://39.134.65.175/PLTV/88888888/224/3221225799/index.m3u8
CCTV3[1920•1080],http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8
CCTV4[1920•1080],http://117.148.179.162/PLTV/88888888/224/3221231615/1.m3u8
CCTV4K[1920•1080],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221233400/1.m3u8
CCTV4,http://182.151.211.171:808/hls/4/index.m3u8$1920*1080
CCTV4,http://111.59.63.32:9901/tsfile/live/1011_1.m3u8$1920*1080
CCTV4,http://59.49.41.44/live.aishang.ctlcdn.com/00000110240316_1/playlist.m3u8?CONTENTID=00000110240316_1$1920*1080
CCTV4,http://39.135.138.59:18890/PLTV/88888910/224/3221225621/index.m3u8$1920*1080
CCTV4,http://39.136.48.5:8089/PLTV/88888888/224/3221225765/index.m3u8$1920*1080
CCTV4,http://111.20.33.93/PLTV/88888893/224/3221226191/index.m3u8$1920*1080
CCTV4,http://hwrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221225621/index.m3u8$1920*1080
CCTV4,http://39.136.48.2:8089/PLTV/88888888/224/3221225757/index.m3u8$1920*1080
CCTV4,http://39.136.48.5:8089/PLTV/88888888/224/3221225757/index.m3u8$1920*1080
CCTV4,http://183.196.25.171:808/hls/4/index.m3u8$1920*1080
CCTV4,http://183.207.249.11/PLTV/3/224/3221225534/index.m3u8$1920*1080
CCTV4,http://39.134.115.163:8080/PLTV-/88888910/224/3221225621/index.m3u8$1920*1080
CCTV4,http://39.136.48.6:8089/PLTV/88888888/224/3221225757/index.m3u8$1920*1080
CCTV4,http://39.135.138.60:18890/PLTV/88888910/224/3221225621/index.m3u8$1920*1080
CCTV4,http://39.136.48.18:8089/PLTV/88888888/224/3221225757/index.m3u8$1920*1080
CCTV4,http://39.134.66.2/PLTV/88888888/224/3221225818/index.m3u8$1920*1080
CCTV4,http://39.134.115.163:8080/PLTV/88888910/224/3221225621/.m3u8$1920*1080
CCTV4HD,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240316_1/playlist.m3u8?CONTENTID=00000110240316_1$1920*1080
CCTV4FHD,http://39.134.115.163:8080/PLTV/88888910/224/3221225621/index.m3u8$1920*1080
CCTV4K,http://open.live-web.timetv.cn/live03/cctv4k.m3u8$3840*2160
CCTV4FHD,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225621/index.m3u8$1920*1080
CCTV4FHD,http://39.135.138.58:18890/PLTV/88888910/224/3221225621/index.m3u8$1920*1080
CCTV4FHD,http://39.134.116.30:8080/PLTV/88888910/224/3221225621/index.m3u8$1920*1080
CCTV4K,http://ye23.win/iptv/4k.cctv.php$3840*2160
CCTV4,http://39.136.48.8:8089/PLTV/88888888/224/3221225757/index.m3u8$1920*1080
CCTV4K,https://p.ggiptv.com/v/4k.m3u8$3840*2160
CCTV4美洲,http://39.136.48.6:8089/PLTV/88888888/224/3221226395/index.m3u8$1920*1080
CCTV4美洲,http://117.148.179.158/PLTV/88888888/224/3221231654/index.m3u8$1920*1080
CCTV4K,https://v.bjiptv.eu.org/4.php$3840*2160
CCTV4欧洲,http://117.148.179.162/PLTV/88888888/224/3221231615/index.m3u8$1920*1080
CCTV5[1920•1080],http://111.63.117.13:6060/030000001000/CCTV-5/CCTV-5.m3u8
CCTV5[1920•1080],http://39.134.67.226/PLTV/88888888/224/3221225818/index.m3u8
CCTV5[1920•1080],http://39.134.65.179/PLTV/88888888/224/3221225818/index.m3u8
CCTV5[1920•1080],http://39.134.65.181/PLTV/88888888/224/3221225818/index.m3u8
CCTV5[1920•1080],http://39.134.65.173/PLTV/88888888/224/3221225818/index.m3u8
CCTV5[1920•1080],http://39.134.66.2/PLTV/88888888/224/3221225818/index.m3u8
CCTV5,http://39.134.115.163:8080/PLTV-/88888910/224/3221225633/index.m3u8$1920*1080
CCTV5,http://111.59.63.32:9901/tsfile/live/1012_1.m3u8$1920*1080
CCTV5,http://39.134.67.99/PLTV/88888888/224/3221225818/index.m3u8$1920*1080
CCTV5,http://newvideo.dangtutv.cn:8278/CCTVsports/playlist.m3u8$1280*720
CCTV5,http://39.136.48.18:8089/PLTV/88888888/224/3221226425/index.m3u8$1920*1080
CCTV5,http://39.134.65.181/PLTV/88888888/224/3221225818/1.m3u8$1920*1080
CCTV5,http://39.134.65.179/PLTV/88888888/224/3221225818/1.m3u8$1920*1080
CCTV5,http://hwrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221225755/index.m3u8$1280*720
CCTV5,http://117.148.179.157/PLTV/88888888/224/3221233115/index.m3u8$1920*1080
CCTV5,http://39.134.67.226/PLTV/88888888/224/3221225818/index.m3u8$1920*1080
CCTV5,http://59.49.41.44/live.aishang.ctlcdn.com/00000110240246_1/playlist.m3u8?CONTENTID=00000110240246_1$1920*1080
CCTV5,http://39.136.48.2:8089/PLTV/88888888/224/3221226425/index.m3u8$1920*1080
CCTV5,http://hwrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221225751/index.m3u8$1280*720
CCTV5,http://112.132.214.218/liveplay-kk.rtxapp.com/live/program/live/cctv5hd/4000000/mnf.m3u8$1920*1080
CCTV5,http://111.20.33.93/PLTV/88888893/224/3221226395/index.m3u8$1920*1080
CCTV5,http://39.135.32.24:6610/000000001000/1000000001000004794/index.m3u8?i$1920*1080
CCTV5,http://hwrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221225753/index.m3u8$1280*720
CCTV5,http://39.136.48.5:8089/PLTV/88888888/224/3221226425/index.m3u8$1920*1080
CCTV5,http://39.134.66.110/PLTV/88888888/224/3221225818/index.m3u8$1920*1080
CCTV5,http://hwrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221225752/index.m3u8$1280*720
CCTV5,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225752/index.m3u8$1280*720
CCTV5,http://hwrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221225756/index.m3u8$1280*720
CCTV5,http://39.135.138.59:18890/PLTV/88888910/224/3221225633/index.m3u8$1920*1080
CCTV5,http://117.148.179.165/PLTV/88888888/224/3221231702/index.m3u8$1920*1080
CCTV5,http://39.136.48.7:8089/PLTV/88888888/224/3221226425/index.m3u8$1920*1080
CCTV5,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225633/index.m3u8$1920*1080
CCTV5,http://39.134.65.208/PLTV/88888888/224/3221225818/index.m3u8$1920*1080
CCTV5,http://39.136.48.6:8089/PLTV/88888888/224/3221226425/index.m3u8$1920*1080
CCTV5,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225753/index.m3u8$1280*720
CCTV5,http://182.151.211.171:808/hls/5/index.m3u8$1920*1080
CCTV5,http://120.253.104.16:808/hls/123/index.m3u8$1920*1080
CCTV5,http://39.134.65.173/PLTV/88888888/224/3221225818/1.m3u8$1920*1080
CCTV5,http://183.11.239.32:808/hls/121/index.m3u8$1920*1080
CCTV5HD,http://39.135.138.58:18890/PLTV/88888888/224/3221225754/index.m3u8$1280*720
CCTV5HD,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240246_1/playlist.m3u8?CONTENTID=00000110240246_1$1920*1080
CCTV5HD,http://39.134.116.30:8080/PLTV/88888910/224/3221225752/index.m3u8$1280*720
CCTV5FHD,http://39.134.115.163:8080/PLTV/88888910/224/3221225633/index.m3u8$1920*1080
CCTV5FHD,http://39.134.116.30:8080/PLTV/88888910/224/3221225633/index.m3u8$1920*1080
CCTV5HD,http://39.135.138.59:18890/PLTV/88888910/224/3221225752/index.m3u8$1280*720
CCTV5HD,http://39.135.138.59:18890/PLTV/88888910/224/3221225756/index.m3u8$1280*720
CCTV5HD,http://39.135.138.58:18890/PLTV/88888910/224/3221225754/index.m3u8$1280*720
CCTV5HD,http://39.135.138.58:18890/PLTV/88888888/224/3221225633/index.m3u8$1920*1080
CCTV5HD,http://39.135.138.58:18890/PLTV/88888888/224/3221225751/index.m3u8$1280*720
CCTV5HD,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225751/index.m3u8$1280*720
CCTV5HD,http://39.135.138.58:18890/PLTV/88888888/224/3221225752/index.m3u8$1280*720
CCTV5HD,http://39.135.138.59:18890/PLTV/88888910/224/3221225755/index.m3u8$1280*720
CCTV5HD,http://39.134.116.30:8080/PLTV/88888910/224/3221225751/index.m3u8$1280*720
CCTV5HD,http://39.134.116.30:8080/PLTV/88888910/224/3221225755/index.m3u8$1280*720
CCTV5HD,http://39.135.138.59:18890/PLTV/88888910/224/3221225751/index.m3u8$1280*720
CCTV5HD,http://39.134.116.30:8080/PLTV/88888910/224/3221225756/index.m3u8$1280*720
CCTV5HD,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225756/index.m3u8$1280*720
CCTV5HD,http://39.135.138.58:18890/PLTV/88888910/224/3221225752/index.m3u8$1280*720
CCTV5HD,http://39.135.138.59:18890/PLTV/88888910/224/3221225754/index.m3u8$1280*720
CCTV5HD,http://39.135.138.58:18890/PLTV/88888910/224/3221225753/index.m3u8$1280*720
CCTV5HD,http://39.135.138.59:18890/PLTV/88888910/224/3221225753/index.m3u8$1280*720
CCTV5HD,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225754/index.m3u8$1280*720
CCTV5HD,http://39.135.138.58:18890/PLTV/88888910/224/3221225756/index.m3u8$1280*720
CCTV5HD,http://39.134.116.30:8080/PLTV/88888910/224/3221225753/index.m3u8$1280*720
CCTV5+[1920•1080],http://39.134.66.66/PLTV/88888888/224/3221225507/index.m3u8
CCTV5+[1920•1080],http://39.134.65.181/PLTV/88888888/224/3221225507/index.m3u8
CCTV5+[1920•1080],http://39.134.65.173/PLTV/88888888/224/3221225507/index.m3u8
CCTV5+[1920•1080],http://39.134.65.183/PLTV/88888888/224/3221225507/index.m3u8
CCTV5+[1920•1080],http://39.134.65.175/PLTV/88888888/224/3221225507/index.m3u8
CCTV5+[1920•1080],http://39.134.65.162/PLTV/88888888/224/3221225507/index.m3u8
CCTV5+[1920•1080],http://117.148.179.136/PLTV/88888888/224/3221231459/1.m3u8
CCTV5+,http://182.151.211.171:808/hls/19/index.m3u8$1920*1080
CCTV5+,http://183.196.25.171:808/hls/61/index.m3u8$1920*1080
CCTV5+,http://183.207.249.14/PLTV/3/224/3221225604/index.m3u8$1920*1080
CCTV5+,http://39.134.32.101:6610/270000001111/1110000306/index.m3u8?IASHttpSessionId=OTT$1920*1080
CCTV5+,http://hwrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221225706/index.m3u8$1920*1080
CCTV5+,http://39.134.67.6:80/wh7f454c46tw2029879648_2093826562/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/15903942991.m3u8$1920*1080
CCTV5+,http://39.134.32.103:6610/270000001111/1110000306/index.m3u8?IASHttpSessionId=OTT$1920*1080
CCTV5+,http://111.40.196.25/PLTV/88888888/224/3221225767/index.m3u8$1280*720
CCTV5+,http://39.134.115.163:8080/PLTV/88888910/224/3221225706/index.m3u8$1920*1080
CCTV5+,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225706/index.m3u8$1920*1080
CCTV5+,http://39.136.48.5:8089/PLTV/88888888/224/3221225781/index.m3u8$1920*1080
CCTV5+,http://hwrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221225649/index.m3u8$1920*1080
CCTV5+,http://39.135.138.59:18890/PLTV/88888910/224/3221225706/index.m3u8$1920*1080
CCTV5+,http://111.20.33.93/TVOD/88888893/224/3221226221/index.m3u8$1920*1080
CCTV5+,http://39.135.138.58:18890/TVOD/88888888/224/3221225649/index.m3u8$1920*1080
CCTV5+,http://39.136.48.2:8089/PLTV/88888888/224/3221225781/index.m3u8$1920*1080
CCTV5+,http://39.135.138.58:18890/PLTV/88888910/224/3221225706/index.m3u8?php?id=16$1920*1080
CCTV5+,http://39.136.48.8:8089/PLTV/88888888/224/3221225781/index.m3u8$1920*1080
CCTV5+,http://183.207.249.35:80/PLTV/4/224/3221227381/index.m3u8?UserName=18851042983&MAC=8C:6D:50:4C:91:52&OTTUserToken=188510429838C:6D:50:4C:91:52&accountinfo=yvxefADiHI1MXW5gaIZO5hiIlKSLiJtBXQdhumM1dH2IsIJmP1UxBAq03L3WxNlzA4vtSIDkGIgBiaqrfuKfc0%2BwWipdMTdABh$1920*1080
CCTV5+,http://39.134.32.102:6610/270000001111/1110000306/index.m3u8?IASHttpSessionId=OTT$1920*1080
CCTV5+,http://59.49.41.44/live.aishang.ctlcdn.com/00000110240128_1/playlist.m3u8?CONTENTID=00000110240128_1$1920*1080
CCTV5+,http://39.134.67.6:80/wh7f454c46tw2029879648_2093826562/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/1590394299-1.m3u8$1920*1080
CCTV5+,http://112.132.214.218/liveplay-kk.rtxapp.com/live/program/live/cctv5phd/4000000/mnf.m3u8$1920*1080
CCTV5+,http://39.136.48.18:8089/PLTV/88888888/224/3221225781/index.m3u8$1920*1080
CCTV5+FHD,http://39.135.138.58:18890/PLTV/88888910/224/3221225706/index.m3u8$1920*1080
CCTV5+FHD,http://39.134.65.142/PLTV/88888888/224/3221225507/index.m3u8$1920*1080
CCTV5+,http://117.148.179.136/PLTV/88888888/224/3221231459/index.m3u8$1920*1080
CCTV5+,http://120.253.104.16:808/hls/101/index.m3u8$1920*1080
CCTV5+FHD,http://183.207.249.35:80/PLTV/4/224/3221227381/index.m3u8?UserName=18851042983&MAC=8C:6D:50:4C:91:52&OTTUserToken=18851042983-8C:6D:50:4C:91:52&accountinfo=yvxefADiHI1MXW5gaIZO5hiIlKSLiJtBXQdhumM1dH2IsIJmP1UxBAq03L3WxNlzA4vtSIDkGIgBiaqrfuKfc0%2BwWipdMTdABhAgmyZ6eCL7uMeWLB08aeJbatS38YYbbsmc7JeFjK09jPSHLlcq7Q%3D%3D%3A20180401115202%2C18851042983%2C112.25.46.66%2C20180401115202%2CG_CCTV5PLUS-HQ%2C1B4CEFC7EE6192335ED71DF86C50D75E%2C%2C0%2C1%2C-1%2C%2C2%2C2000007279%2C2%2C-3%2C2%2CEND&GuardEncType=2&servicetype=1&icpid=88888888&from=5&hms_devid=4344$1920*1080
CCTV5+FHD,http://39.134.115.163:8080/PLTV/88888910/224/3221225706/ndex.m3u8$1920*1080
CCTV5+FHD,http://39.135.138.59:18890/PLTV/88888910/224/3221225649/index.m3u8$1920*1080
CCTV5+FHD,http://39.135.138.58:18890/PLTV/88888910/224/3221225649/index.m3u8$1920*1080
CCTV5+HD,http://117.148.179.136/TVOD/88888888/224/3221231459/index.m3u8$1920*1080
CCTV5+FHD,http://39.134.115.163:8080/PLTV/88888910/224/3221225649/index.m3u8$1920*1080
CCTV5+HD,http://39.134.65.173/PLTV/88888888/224/3221225507/1.m3u8$1920*1080
CCTV5+FHD,http://39.134.65.141/PLTV/88888888/224/3221225507/index.m3u8$1920*1080
CCTV5+HD,http://39.134.65.181/PLTV/88888888/224/3221225507/1.m3u8$1920*1080
CCTV5+FHD,http://39.134.116.30:8080/PLTV/88888910/224/3221225649/index.m3u8$1920*1080
CCTV5+HD,http://39.134.65.175/PLTV/88888888/224/3221225507/1.m3u8$1920*1080
CCTV5+HD,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240128_1/playlist.m3u8?CONTENTID=00000110240128_1$1920*1080
CCTV5+HD,http://39.135.138.58:18890/PLTV/88888888/224/3221225649/index.m3u8$1920*1080
CCTV5FHD,http://39.135.138.58:18890/PLTV/88888910/224/3221225633/index.m3u8$1920*1080
CCTV5+HD,http://39.134.65.183/PLTV/88888888/224/3221225507/1.m3u8$1920*1080
CCTV5FHD,http://39.134.115.163:8080/PLTV/88888910/224/3221225648/index.m3u8$1920*1080
CCTV5+HD,http://117.148.179.139/PLTV/88888888/224/3221231535/index.m3u8$1280*720
CCTV5+HD,http://39.134.65.208/PLTV/88888888/224/3221225507/index.m3u8$1920*1080
CCTV5FHD,http://39.134.65.142/PLTV/88888888/224/3221225818/index.m3u8$1920*1080
CCTV6[1920•1080],http://117.148.179.153/PLTV/88888888/224/3221231724/1.m3u8
CCTV6,http://111.20.33.93/TVOD/88888893/224/3221226393/index.m3u8$1920*1080
CCTV6[1920•1080],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225650/index.m3u8
CCTV6[1920•1080],http://39.134.65.181/PLTV/88888888/224/3221225814/index.m3u8
CCTV6[1920•1080],http://39.134.65.173/PLTV/88888888/224/3221225814/index.m3u8
CCTV6[1920•1080],http://39.134.65.183/PLTV/88888888/224/3221225814/index.m3u8
CCTV6[1920•1080],http://39.134.65.175/PLTV/88888888/224/3221225814/index.m3u8
CCTV6[1920•1080],http://39.134.65.177/PLTV/88888888/224/3221225814/index.m3u8
CCTV6[1920•1080],http://39.134.66.2/PLTV/88888888/224/3221225814/index.m3u8
CCTV6,http://39.134.115.163:8080/PLTV-/88888910/224/3221225650/index.m3u8$1920*1080
CCTV6,http://hwrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221225650/index.m3u8$1920*1080
CCTV6,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225632/index.m3u8$1920*1080
CCTV6,http://39.135.138.58:18890/TVOD/88888888/224/3221225650/index.m3u8$1920*1080
CCTV6,http://59.49.41.44/live.aishang.ctlcdn.com/00000110240247_1/playlist.m3u8?CONTENTID=00000110240247_1$1920*1080
CCTV6,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225650/index.m3u8$1920*1080
CCTV6,http://182.151.211.171:808/hls/6/index.m3u8$1920*1080
CCTV6,http://219.151.31.37/liveplay-kk.rtxapp.com/live/program/live/cctv6hd/2300000/mnf.m3u8$720*540
CCTV6,http://183.207.249.15/PLTV/3/224/3221225548/index.m3u8$1920*1080
CCTV6,http://111.59.63.32:9901/tsfile/live/1013_1.m3u8$1920*1080
CCTV6,http://219.151.31.38/liveplay-kk.rtxapp.com/live/program/live/cctv6hd/2300000/mnf.m3u8$974*540
CCTV6,http://hwrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221225632/index.m3u8$1920*1080
CCTV6FHD,http://39.135.138.58:18890/PLTV/88888910/224/3221225650/index.m3u8$1920*1080
CCTV6,http://39.134.66.2/PLTV/88888888/224/3221225814/index.m3u8$1920*1080
CCTV6FHD,http://39.134.115.163:8080/PLTV/88888910/224/3221225650/index.m3u8$1920*1080
CCTV6,http://120.253.104.16:808/hls/125/index.m3u8$1920*1080
CCTV6,http://111.20.33.93/PLTV/88888893/224/3221226393/index.m3u8$1920*1080
CCTV6HD,http://39.134.65.175/PLTV/88888888/224/3221225814/1.m3u8$1920*1080
CCTV6FHD,http://39.134.65.142/PLTV/88888888/224/3221225814/index.m3u8$1920*1080
CCTV6FHD,http://39.135.138.59:18890/PLTV/88888910/224/3221225650/index.m3u8$1920*1080
CCTV6FHD,http://39.134.115.163:8080/PLTV/88888910/224/3221225632/index.m3u8$1920*1080
CCTV6HD,http://39.134.65.177/PLTV/88888888/224/3221225814/1.m3u8$1920*1080
CCTV6HD,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240247_1/playlist.m3u8?CONTENTID=00000110240247_1$1920*1080
CCTV6HD,http://39.134.65.183/PLTV/88888888/224/3221225814/1.m3u8$1920*1080
